"name","venue","venue_address","date","time","venue_city","event_url","description","picture","price"
"MICHAEL MONROE GOODMAN","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/8","8:00 pm","Tempe","https://yuccatap.com/event/michael-monroe-goodman/","MICHAEL MONROE GOODMAN Kentucky www.facebook.com/michaelmonroegoodman Find out more ","None","N/A"
"CLITGORE * SCORDATURA * LITHOPAEDION * Atoll * Meatcleaver Amputation","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/9","7:00 pm","Tempe","https://yuccatap.com/event/clitgore-scordatura-lithopaedion/","Thee Arcane Agency presents: CLITGORE Romania www.facebook.com/c1itgore SCORDATURA Glasgow, Scotland www.facebook.com/Scordaturaofficial LITHOPAEDION Albuquerque, NM www.facebook.com/brutaltechabq ATOLL www.facebook.com/atollofficial MEATCLEAVER AMPUTATION www.facebook.com/Meatcleaver-Amputation-550758761675019 Find out more ","None","N/A"
"Coast 2 Coast Live Artist Showcase","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/10","8:00 pm","Tempe","https://yuccatap.com/event/coast-2-coast-live-artist-showcase-2/","More info: coast2coastlive.com Find out more ","None","N/A"
"The Blunt Club","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/11","8:00 pm","Tempe","https://yuccatap.com/event/the-blunt-club-6/","More info to come! Find out more ","None","N/A"
"2 Tone Lizard Kings","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/12","8:00 pm","Tempe","https://yuccatap.com/event/2-tone-lizard-kings-2/","2 TONE LIZARD KINGS www.facebook.com/2Tone-Lizard-Kings-113587218707913 Find out more ","None","N/A"
"THE NATIVE HOWL","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/13","7:00 pm","Tempe","https://yuccatap.com/event/the-native-howl/","RELAXD Presents: THE NATIVE HOWL Rochester, MI www.facebook.com/TheNativeHowl Find out more ","None","N/A"
"Old Wounds","The Nile Theater","105 West Main Street","2018/4/19","6:30 pm","Mesa","https://www.niletheater.com/event/1655051-old-wounds-mesa/","None","https://image-ticketfly.imgix.net/00/02/83/71/79-og.jpg?w=200&h=133&fit=crop&crop=top"," 			 $12.00       "
"Amigo the Devil","The Nile Theater","105 West Main Street","2018/4/20","7:00 pm","Mesa","https://www.niletheater.com/event/1666067-amigo-devil-mesa/","None","https://image-ticketfly.imgix.net/00/02/85/70/02-og.jpg?w=200&h=133&fit=crop&crop=top"," 			 $15.00       "
"Sunlaand","The Nile Theater","105 West Main Street","2018/4/20","6:30 pm","Mesa","https://www.niletheater.com/event/1668949-sunlaand-tempe/","None","https://cdn.ticketfly.com/wp-content/plugins/ticketfly-cms/images/no-image/no-image-medium1.png"," 			 $12.00       "
"The Unanimous Tour","The Nile Theater","105 West Main Street","2018/4/21","6:00 pm","Mesa","https://www.niletheater.com/event/1660146-unanimous-tour-tempe/","None","https://image-ticketfly.imgix.net/00/02/84/58/22-og.jpg?w=200&h=133&fit=crop&crop=top"," 			 $10.00 - $12.00       "
"GT Garza Brown By Honor 2 Tour","The Nile Theater","105 West Main Street","2018/4/28","7:00 pm","Mesa","https://www.niletheater.com/event/1649204-gt-garza-brown-by-honor-2-tour-mesa/","None","https://image-ticketfly.imgix.net/00/02/82/64/94-og.jpg?w=200&h=133&fit=crop&crop=top"," 			 $10.00 - $40.00       "
"Emmure","The Nile Theater","105 West Main Street","2018/4/29","6:00 pm","Mesa","https://www.niletheater.com/event/1636547-emmure-mesa/","None","https://image-ticketfly.imgix.net/00/02/80/32/43-og.jpeg?w=200&h=133&fit=crop&crop=top"," 			 $18.00 - $22.00       "
"Cinco de Mayo Fiesta; Young Vizion","The Nile Theater","105 West Main Street","2018/5/4","7:00 pm","Mesa","https://www.niletheater.com/event/1682359-cinco-de-mayo-fiesta-young-mesa/","None","https://image-ticketfly.imgix.net/00/02/88/64/89-og.jpg?w=200&h=133&fit=crop&crop=top"," 			 $15.00       "
"Phantom Party Farewell Show","The Nile Theater","105 West Main Street","2018/5/5","6:00 pm","Mesa","https://www.niletheater.com/event/1670269-phantom-party-farewell-show-tempe/","None","https://image-ticketfly.imgix.net/00/02/86/44/38-og.jpg?w=200&h=133&fit=crop&crop=top"," 			 $10.00       "
"OverTime","The Nile Theater","105 West Main Street","2018/5/5","8:00 pm","Mesa","https://www.niletheater.com/event/1654988-overtime-mesa/","None","https://cdn.ticketfly.com/wp-content/plugins/ticketfly-cms/images/no-image/no-image-medium1.png"," 			 $10-$15       "
"Ten Foot Pole Acoustic","The Nile Theater","105 West Main Street","2018/5/7","7:00 pm","Mesa","https://www.niletheater.com/event/1682527-ten-foot-pole-acoustic-mesa/","None","https://image-ticketfly.imgix.net/00/02/88/68/39-og.jpg?w=200&h=133&fit=crop&crop=top"," 			 $0.00       "
"2 Season 2 Finale","The Nile Theater","105 West Main Street","2018/5/11","7:30 pm","Mesa","https://www.niletheater.com/event/1680482-2-season-2-finale-mesa/","None","https://image-ticketfly.imgix.net/00/02/88/30/93-og.jpg?w=200&h=133&fit=crop&crop=top"," 			 $13.00       "
"Sirenia","Club Red","1306 W. University Dr","2018/4/13","6:00 pm","Meza","https://www.clubredrocks.com/event/1648480-sirenia-mesa/","Featuring: Threat Signal, Valinor Excelsior, Graveshadow, Crowning Thieves, Leshen","None","N/A"
"Afroman","Club Red","1306 W. University Dr","2018/4/14","7:00 pm","Meza","https://www.clubredrocks.com/event/1647201-afroman-mesa/","Featuring: Statik G, Smoke Signalz, J-Rod The Problem","https://image-ticketfly.imgix.net/00/02/82/27/13-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"BUBBLE BOBBLE","Club Red","1306 W. University Dr","2018/4/14","7:00 pm","Meza","https://www.clubredrocks.com/event/1659853-bubble-bobble-mesa/","None","https://image-ticketfly.imgix.net/00/02/82/27/13-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"BUBBLE BOBBLE","Club Red","1306 W. University Dr","2018/4/14","7:00 pm","Meza","https://www.clubredrocks.com/event/1659858-bubble-bobble-mesa/","None","https://image-ticketfly.imgix.net/00/02/82/27/13-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"Appalling Events Presents: Center Of Disease, Vore, Horde Casket, All In Agony, Winds Of Leng","Club Red","1306 W. University Dr","2018/4/18","6:00 pm","Meza","https://www.clubredrocks.com/event/1672941-appalling-events-center-mesa/","None","https://image-ticketfly.imgix.net/00/02/86/88/52-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"Hail The Leaf","Club Red","1306 W. University Dr","2018/4/20","5:00 pm","Meza","https://www.clubredrocks.com/event/1675548-hail-leaf-mesa/","Featuring: Trauma, Motive AZ, Scattered Guts, SaintBreaker, Psychedelic Medusa, Ironkill, Intent, Stoneclaw, Birth of Monsters","https://image-ticketfly.imgix.net/00/02/86/88/52-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"Fayde Promotions Presents Make Some Noise!","Club Red","1306 W. University Dr","2018/4/21","7:00 pm","Meza","https://www.clubredrocks.com/event/1653123-fayde-promotions-make-some-mesa/","None","https://image-ticketfly.imgix.net/00/02/86/88/52-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"New Years Day","Club Red","1306 W. University Dr","2018/4/22","7:00 pm","Meza","https://www.clubredrocks.com/event/1672999-new-years-day-mesa/","Featuring: Stitched up Heart, Note To Self, Outsiders., Hazen.","None","N/A"
"Grendel","Club Red","1306 W. University Dr","2018/4/26","7:00 pm","Meza","https://www.clubredrocks.com/event/1627601-grendel-mesa/","Featuring: Ghostfeeder, Peter Turns Pirate, Amnestic","None","N/A"
"Sun Speaker","Club Red","1306 W. University Dr","2018/4/27","6:00 pm","Meza","https://www.clubredrocks.com/event/1665967-sun-speaker-mesa/","Featuring: The Exiled Martyr, Fifth Density, Through The Earth, Dead World Reclamation, Hado","None","N/A"
"Appalling Events Presents Through the Roots","Club Red","1306 W. University Dr","2018/4/28","6:00 pm","Meza","https://www.clubredrocks.com/event/1649966-appalling-events-through-mesa/","None","https://image-ticketfly.imgix.net/00/02/82/80/75-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"Saba","Club Red","1306 W. University Dr","2018/4/28","7:00 pm","Meza","https://www.clubredrocks.com/event/1653379-saba-mesa/","Featuring: Joseph Chilliams, Jean Deaux","https://cdn.ticketfly.com/wp-content/themes/clubredrocks/images/ticketfly-badge-dark-bg.png","N/A"
"Tesseract","Club Red","1306 W. University Dr","2018/5/2","8:00 pm","Meza","https://www.clubredrocks.com/event/1645323-tesseract-mesa/","Featuring: Plini, Astronoid","https://cdn.ticketfly.com/wp-content/themes/clubredrocks/images/ticketfly-badge-dark-bg.png","N/A"
"Killy","Club Red","1306 W. University Dr","2018/5/2","8:00 pm","Meza","https://www.clubredrocks.com/event/1671995-killy-mesa/","Featuring: Special Guests","None","N/A"
"Intent","Club Red","1306 W. University Dr","2018/5/4","6:00 pm","Meza","https://www.clubredrocks.com/event/1679220-intent-mesa/","Featuring: SaintBreaker, Skull Drug, Black Phantom, Napalm Strike","None","N/A"
"California Live Presents Too Short w/ Eric Gray","Club Red","1306 W. University Dr","2018/5/4","8:00 pm","Meza","https://www.clubredrocks.com/event/1672874-california-live-too-short-mesa/","None","https://image-ticketfly.imgix.net/00/02/86/86/73-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"Virulent","Club Red","1306 W. University Dr","2018/5/5","7:00 pm","Meza","https://www.clubredrocks.com/event/1663654-virulent-mesa/","Featuring: Betrayal of Allies, Ciphered Existence, Devil Lies Down, Absolute Threshold","https://image-ticketfly.imgix.net/00/02/85/25/00-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"Stateline","Club Red","1306 W. University Dr","2018/5/5","8:00 pm","Meza","https://www.clubredrocks.com/event/1636304-stateline-mesa/","None","https://image-ticketfly.imgix.net/00/00/31/46/29-og.jpg?w=100&h=67&fit=crop&crop=top","N/A"
"Escape The Fate","Club Red","1306 W. University Dr","2018/5/8","6:00 pm","Meza","https://www.clubredrocks.com/event/1673001-escape-fate-mesa/","Featuring: Whitney Peyton, As Thick As Thieves, The Take Over, Archetypes Collide","None","N/A"
"Solstice","Club Red","1306 W. University Dr","2018/5/11","6:00 pm","Meza","https://www.clubredrocks.com/event/1653365-solstice-mesa/","Featuring: Warsenal, Excessive Bleeding, He Who Binds Himself, Dead Inception, Malnourished","None","N/A"
"Hemlock","Club Red","1306 W. University Dr","2018/5/12","6:00 pm","Meza","https://www.clubredrocks.com/event/1648487-hemlock-mesa/","Featuring: SevidemiC, Bekkoning, Ashes Of The Dead, Zherra, Usagi","None","N/A"
"Cough & Grime","Club Red","1306 W. University Dr","2018/5/12","7:00 pm","Meza","https://www.clubredrocks.com/event/1653367-cough-grime-mesa/","Featuring: Trapped Within Burning Machinery, Collapsian","None","N/A"
"King Lil G","Club Red","1306 W. University Dr","2018/5/13","6:00 pm","Meza","https://www.clubredrocks.com/event/1673004-king-lil-g-mesa/","Featuring: Devour., Hi-Tone, Pyro Azmb","None","N/A"
"Zero Gravity Fighters","Wasted Grain","7295 East Stetson Drive","4/13/2018","None","Scottsdale","https://wastedgrain.com/event/zero-gravity-fighters-7/","Find out more ","https://wastedgrain.com/wp-content/uploads/2018/04/W_ZGF_1080x1080_0413-300x300.jpg","N/A"
"Jams Farewell Show","Wasted Grain","7295 East Stetson Drive","4/13/2018","None","Scottsdale","https://wastedgrain.com/event/jams-farewell-show/","Find out more ","https://wastedgrain.com/wp-content/uploads/2018/04/IMG_9666-194x300.jpeg","N/A"
"Smashed","Wasted Grain","7295 East Stetson Drive","4/14/2018","None","Scottsdale","https://wastedgrain.com/event/smashed-19/","Find out more ","https://wastedgrain.com/wp-content/uploads/2018/04/W_Smashed_1080x1080_0414-300x300.jpg","N/A"
"Cousins of the Wize","Wasted Grain","7295 East Stetson Drive","4/14/2018","None","Scottsdale","https://wastedgrain.com/event/cousins-of-the-wize/","This is a very special concert with local favorites Cousins of the Wize. 21 and up Tickets are $7 in advance $10 at the Door Doors 6pm Special Guests: Pretty Years DJ Tranzl8tr Find out more ","https://wastedgrain.com/wp-content/uploads/2018/03/cousins41418-300x300.jpg","N/A"
"Metalhead","Wasted Grain","7295 East Stetson Drive","4/15/2018","None","Scottsdale","https://wastedgrain.com/event/metalhead-2/2018-04-15/","Industry Pricing All Night! Metal Head takes over Industry Sundays every Sunday starting at 10 PM. This 4 man band is quite the entertaining group. The hair is fake but the talent is real. A 1980s hair band wearing tight acid washed jeans, sleeveless shirts and reflective shades singing the best sing along songs of the 80s. They have been  Read more Find out more ","https://wastedgrain.com/wp-content/uploads/2017/09/metalhead-300x300.jpg","N/A"
"Karaoke Wednesdays","Wasted Grain","7295 East Stetson Drive","4/18/2018","None","Scottsdale","https://wastedgrain.com/event/karaoke-wednesdays-2/2018-04-18/","Find out more ","https://wastedgrain.com/wp-content/uploads/2018/02/WG_WED-Karaoke_1080x1080-300x300.jpg","N/A"
"Black Bottom Lighters","Wasted Grain","7295 East Stetson Drive","4/20/2018","None","Scottsdale","https://wastedgrain.com/event/black-bottom-lighters-2/","Doors 7pm 21 and up Advance tickets $8 Day of $10 Black Bottom Lighters Special Guests: Howard 'til Midnight Find out more ","https://wastedgrain.com/wp-content/uploads/2018/03/bbl-300x300.jpg","N/A"
"420 Hangover Cure","Wasted Grain","7295 East Stetson Drive","4/21/2018","None","Scottsdale","https://wastedgrain.com/event/420-hangover-cure/","Pacific Dub With very special guests: Mouse Powell Tyrones jacket Kush County Find out more ","https://wastedgrain.com/wp-content/uploads/2018/03/image-1-194x300.png","N/A"
"Pacific Dub","Wasted Grain","7295 East Stetson Drive","4/21/2018","None","Scottsdale","https://wastedgrain.com/event/pacific-dub/","Pacific Dub With very special guests: Mouse Powell Tyrones jacket Kush County Find out more ","https://wastedgrain.com/wp-content/uploads/2018/03/29186253_10156147796083350_667350083939556682_n-300x300.jpg","N/A"
"Metalhead","Wasted Grain","7295 East Stetson Drive","4/22/2018","None","Scottsdale","https://wastedgrain.com/event/metalhead-2/2018-04-22/","Industry Pricing All Night! Metal Head takes over Industry Sundays every Sunday starting at 10 PM. This 4 man band is quite the entertaining group. The hair is fake but the talent is real. A 1980s hair band wearing tight acid washed jeans, sleeveless shirts and reflective shades singing the best sing along songs of the 80s. They have been  Read more Find out more ","https://wastedgrain.com/wp-content/uploads/2017/09/metalhead-300x300.jpg","N/A"
"Karaoke Wednesdays","Wasted Grain","7295 East Stetson Drive","4/25/2018","None","Scottsdale","https://wastedgrain.com/event/karaoke-wednesdays-2/2018-04-25/","Find out more ","https://wastedgrain.com/wp-content/uploads/2018/02/WG_WED-Karaoke_1080x1080-300x300.jpg","N/A"
"Echo of Alt","Wasted Grain","7295 East Stetson Drive","4/25/2018","None","Scottsdale","https://wastedgrain.com/event/echo-of-alt/","Find out more ","https://wastedgrain.com/wp-content/uploads/2018/03/5.5x8.5-echo-of-alt-flyer-01.jpg","N/A"
"Metalhead","Wasted Grain","7295 East Stetson Drive","4/29/2018","None","Scottsdale","https://wastedgrain.com/event/metalhead-2/2018-04-29/","Industry Pricing All Night! Metal Head takes over Industry Sundays every Sunday starting at 10 PM. This 4 man band is quite the entertaining group. The hair is fake but the talent is real. A 1980s hair band wearing tight acid washed jeans, sleeveless shirts and reflective shades singing the best sing along songs of the 80s. They have been  Read more Find out more ","https://wastedgrain.com/wp-content/uploads/2017/09/metalhead-300x300.jpg","N/A"
"Karaoke Wednesdays","Wasted Grain","7295 East Stetson Drive","5/2/2018","None","Scottsdale","https://wastedgrain.com/event/karaoke-wednesdays-2/2018-05-02/","Find out more ","https://wastedgrain.com/wp-content/uploads/2018/02/WG_WED-Karaoke_1080x1080-300x300.jpg","N/A"
"Metalhead","Wasted Grain","7295 East Stetson Drive","5/6/2018","None","Scottsdale","https://wastedgrain.com/event/metalhead-2/2018-05-06/","Industry Pricing All Night! Metal Head takes over Industry Sundays every Sunday starting at 10 PM. This 4 man band is quite the entertaining group. The hair is fake but the talent is real. A 1980s hair band wearing tight acid washed jeans, sleeveless shirts and reflective shades singing the best sing along songs of the 80s. They have been  Read more Find out more ","https://wastedgrain.com/wp-content/uploads/2017/09/metalhead-300x300.jpg","N/A"
"Karaoke Wednesdays","Wasted Grain","7295 East Stetson Drive","5/9/2018","None","Scottsdale","https://wastedgrain.com/event/karaoke-wednesdays-2/2018-05-09/","Find out more ","https://wastedgrain.com/wp-content/uploads/2018/02/WG_WED-Karaoke_1080x1080-300x300.jpg","N/A"
"Metalhead","Wasted Grain","7295 East Stetson Drive","5/13/2018","None","Scottsdale","https://wastedgrain.com/event/metalhead-2/2018-05-13/","Industry Pricing All Night! Metal Head takes over Industry Sundays every Sunday starting at 10 PM. This 4 man band is quite the entertaining group. The hair is fake but the talent is real. A 1980s hair band wearing tight acid washed jeans, sleeveless shirts and reflective shades singing the best sing along songs of the 80s. They have been  Read more Find out more ","https://wastedgrain.com/wp-content/uploads/2017/09/metalhead-300x300.jpg","N/A"
"_________","Odysea Aquarium","9500 East Via de Venture A-100","_________","_________","Scottsdale","https://www.odyseaaquarium.com/promotions/","Please review website for Odysea Aquarium manually. URL: https://www.odyseaaquarium.com/promotions/","_________","_________"
